f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,clase
0.000000,0.000010,-0.000078,-0.000001,0.000022,0.000044,0.031406,0.031396,0.031475,0.077595,0.077572,0.077528,0.002185,0.001326,0.002651,0.002243,0.001206,0.003374,1.310000,1.309900,1.309000,1.305900,1.305900,1.305200,-0.017230,0.754030,0.182970,-0.014029,0.165920,0.077618,-0.001362,-0.001297,-0.001367,0.010107,0.010128,0.009858,-0.647650,4.841400,2.091100,-0.648520,0.810340,2.510700,-1.506000,-1.506000,-1.505900,-1.499900,-1.499900,-1.499700,7.000000
-0.000015,0.000004,0.000083,0.000006,-0.000012,-0.000103,-0.126470,-0.126470,-0.126560,-0.141150,-0.141140,-0.141040,0.002227,0.001239,0.002520,0.002243,0.001102,0.002963,1.369600,1.369500,1.369100,1.373900,1.373900,1.373200,0.032194,0.062810,0.104040,-0.003446,-0.022690,-0.289190,0.002499,0.002487,0.002341,-0.024733,-0.024757,-0.024630,-0.656200,0.558690,3.001600,-0.745490,0.176470,3.332500,-1.495700,-1.495700,-1.495600,-1.504400,-1.504400,-1.504400,11.000000
0.000002,0.000008,-0.000021,-0.000006,-0.000002,-0.000015,0.021150,0.021142,0.021163,-0.022472,-0.022470,-0.022455,0.000779,0.000237,0.000488,0.000769,0.000245,0.000673,1.010600,1.010600,1.010600,1.010400,1.010400,1.010400,0.002967,0.120700,-0.290260,0.012238,0.081469,-0.191490,0.003562,0.003573,0.003571,0.000849,0.000844,0.000773,-0.614900,1.587400,3.660200,-0.613240,3.995500,9.311800,-1.496800,-1.496800,-1.496800,-1.496600,-1.496600,-1.496500,6.000000
0.000007,-0.000061,-0.000115,0.000019,0.000034,0.000288,0.004870,0.004932,0.005047,-0.014777,-0.014811,-0.015098,0.002956,0.001672,0.004394,0.002876,0.001638,0.007388,2.251500,2.251400,2.250400,2.256000,2.255900,2.254600,-0.021507,-0.213520,-0.773880,-0.011328,0.198410,-0.206300,-0.004248,-0.004188,-0.003672,0.012408,0.012395,0.012497,-0.526180,1.909000,4.590100,-0.522360,1.578600,6.412400,-1.503500,-1.503500,-1.503700,-1.491300,-1.491400,-1.490900,6.000000
0.000002,-0.000016,0.000046,0.000005,-0.000029,-0.000068,0.015064,0.015081,0.015034,0.046311,0.046340,0.046408,0.001093,0.000530,0.001409,0.001107,0.000617,0.001216,1.166700,1.166600,1.166600,1.167000,1.166900,1.166900,0.002125,-0.419840,0.184600,-0.005719,-1.592400,-0.764700,0.003630,0.003677,0.003707,0.003236,0.003311,0.003309,-0.658130,7.457000,11.143000,-0.668370,17.766000,13.217000,-1.499500,-1.499500,-1.499400,-1.499800,-1.499800,-1.499800,4.000000
-0.000004,0.000006,0.000005,0.000000,0.000030,0.000049,-0.105460,-0.105460,-0.105470,-0.204880,-0.204910,-0.204950,0.000806,0.000319,0.000419,0.000814,0.000431,0.000674,1.826500,1.826500,1.826500,1.823600,1.823500,1.823500,0.002770,1.215400,0.081862,-0.002526,6.664600,1.473100,-0.009720,-0.009730,-0.009743,0.004050,0.004010,0.003949,-0.477270,29.683000,3.290900,-0.476560,89.370000,13.753000,-1.494900,-1.494900,-1.494900,-1.498300,-1.498400,-1.498400,11.000000
-0.000011,0.000005,-0.001363,-0.000013,0.000044,-0.000171,0.024694,0.024689,0.026052,0.019065,0.019021,0.019192,0.002638,0.001329,0.007599,0.002544,0.001718,0.003376,1.817900,1.817900,1.816500,1.821400,1.821300,1.820700,0.038665,0.072970,-1.199700,0.019074,0.536390,-0.640040,0.008345,0.008335,0.007987,-0.008200,-0.008281,-0.008080,-0.637390,0.010938,4.520500,-0.632970,4.757200,3.779900,-1.503200,-1.503200,-1.503100,-1.492400,-1.492500,-1.492400,5.000000
0.000001,-0.000003,-0.000001,0.000006,0.000004,0.000004,-0.010211,-0.010208,-0.010207,0.016695,0.016690,0.016687,0.000762,0.000228,0.000568,0.000771,0.000282,0.000566,0.913470,0.913460,0.913460,0.913470,0.913460,0.913440,-0.001746,-0.103700,-0.070996,-0.008006,0.413950,0.269330,0.006746,0.006744,0.006746,0.001742,0.001726,0.001688,-0.642140,1.756800,7.638700,-0.656500,15.053000,4.954700,-1.496400,-1.496400,-1.496300,-1.497400,-1.497400,-1.497400,4.000000
0.000000,-0.000003,0.000100,-0.000007,-0.000098,-0.000285,0.012007,0.012010,0.011910,-0.035953,-0.035855,-0.035570,0.002244,0.001167,0.002974,0.002225,0.001386,0.004303,1.404600,1.404500,1.403800,1.402600,1.402600,1.402100,0.011156,0.021847,0.427010,0.016883,-0.401830,-0.389050,0.009832,0.009811,0.009404,0.004437,0.004567,0.004667,-0.697490,-0.239730,3.104500,-0.684810,1.090700,6.315400,-1.500300,-1.500300,-1.500400,-1.503200,-1.503200,-1.502700,9.000000
-0.000009,-0.000042,0.000074,0.000010,-0.000039,0.000269,-0.104070,-0.104030,-0.104100,-0.124540,-0.124500,-0.124770,0.002278,0.001351,0.004130,0.002191,0.001468,0.003173,1.363200,1.363100,1.362700,1.368500,1.368300,1.367800,0.013750,-0.306670,0.039789,0.008236,-0.488000,1.395300,0.010319,0.010334,0.010447,-0.005734,-0.005592,-0.005562,-0.657970,2.050700,3.421500,-0.713800,1.895600,8.017900,-1.503100,-1.503200,-1.502700,-1.492700,-1.492800,-1.492600,11.000000
0.000007,-0.000023,0.000501,0.000009,-0.000076,0.000014,0.011949,0.011972,0.011470,0.046495,0.046571,0.046557,0.002274,0.001216,0.003848,0.002299,0.001333,0.004994,1.392300,1.392200,1.391400,1.397300,1.397200,1.397200,-0.003989,-0.310940,0.764380,0.011764,-0.354410,1.676200,-0.000948,-0.000913,-0.000672,0.011423,0.011565,0.011065,-0.706770,1.257100,4.099100,-0.675000,2.090400,16.613000,-1.508300,-1.508300,-1.508100,-1.497600,-1.497600,-1.497300,4.000000
-0.000013,-0.000049,0.000141,-0.000001,-0.000027,0.000028,0.028926,0.028975,0.028834,0.006505,0.006532,0.006504,0.002327,0.001248,0.004582,0.002373,0.001318,0.003994,1.497800,1.497800,1.496900,1.495600,1.495500,1.494900,0.020843,-0.105250,-0.401750,0.016870,-0.196850,-0.339350,-0.007754,-0.007709,-0.007319,-0.005567,-0.005547,-0.005413,-0.695740,1.025500,7.319300,-0.701790,3.493000,4.754300,-1.502500,-1.502500,-1.502200,-1.500700,-1.500800,-1.500300,8.000000
0.000000,0.000002,0.000019,0.000001,0.000000,0.000001,0.036560,0.036558,0.036539,0.006630,0.006629,0.006628,0.000768,0.000216,0.000626,0.000769,0.000260,0.000680,0.951580,0.951580,0.951560,0.948240,0.948240,0.948210,-0.005265,0.041877,0.272780,-0.003438,-0.043511,0.153500,0.001795,0.001793,0.001778,0.003135,0.003146,0.003152,-0.651350,3.580900,6.570000,-0.598590,6.617400,4.050900,-1.498300,-1.498300,-1.498300,-1.494200,-1.494200,-1.494200,8.000000
-0.000012,0.000077,0.000092,-0.000023,-0.000092,0.000248,0.038628,0.038551,0.038459,-0.006146,-0.006054,-0.006302,0.003001,0.002010,0.005280,0.002983,0.002030,0.004804,2.318200,2.318000,2.317200,2.318600,2.318400,2.317500,0.015756,0.905960,0.016991,0.021376,-0.221990,-0.232220,0.004088,0.004059,0.003751,-0.014916,-0.014848,-0.015106,-0.490110,5.527200,12.213000,-0.530420,2.341900,3.283500,-1.504600,-1.504500,-1.504500,-1.495400,-1.495500,-1.495100,8.000000
0.000004,0.000014,0.000075,-0.000011,-0.000059,-0.000122,0.017778,0.017765,0.017690,0.007087,0.007147,0.007268,0.002263,0.001122,0.003065,0.002240,0.001332,0.003796,1.363800,1.363800,1.363300,1.363200,1.363100,1.362500,0.005180,0.018166,0.037718,0.028138,-0.903330,-0.059852,0.008254,0.008177,0.008139,-0.004620,-0.004549,-0.004404,-0.646820,-0.079856,5.543400,-0.714890,6.551900,4.503500,-1.503400,-1.503500,-1.503500,-1.495500,-1.495500,-1.495500,5.000000
-0.000006,0.000003,-0.000147,0.000005,0.000033,-0.000268,0.021177,0.021174,0.021321,-0.024885,-0.024919,-0.024650,0.002269,0.001272,0.003828,0.002198,0.001161,0.004893,1.335200,1.335100,1.334100,1.336000,1.336000,1.335500,-0.012843,-0.090060,-0.053575,-0.018752,-0.011837,-0.441910,-0.006386,-0.006387,-0.006552,0.011801,0.011785,0.011953,-0.671740,2.507200,2.071000,-0.694600,0.087872,3.865900,-1.502600,-1.502700,-1.502300,-1.493100,-1.493100,-1.492500,1.000000
-0.000006,-0.000055,-0.000178,-0.000002,-0.000051,-0.000449,0.026811,0.026866,0.027044,0.023128,0.023179,0.023628,0.002594,0.001544,0.005222,0.002598,0.001585,0.006561,1.868100,1.868100,1.867600,1.859500,1.859400,1.859100,0.033653,-0.209540,-0.037905,0.000764,0.022357,-1.280800,-0.016476,-0.016422,-0.015646,-0.006003,-0.005972,-0.006245,-0.640030,2.027500,11.650000,-0.610190,0.949890,12.980000,-1.498000,-1.498000,-1.497600,-1.501700,-1.501700,-1.502400,8.000000
-0.000003,-0.000027,-0.000308,0.000011,0.000045,0.000314,-0.030634,-0.030607,-0.030299,-0.012671,-0.012716,-0.013030,0.002550,0.001206,0.004628,0.002442,0.001510,0.003944,1.719800,1.719700,1.719000,1.720200,1.720100,1.719300,-0.014541,0.001016,-0.087852,-0.008674,0.012350,1.205500,-0.006124,-0.006102,-0.005831,0.011264,0.011200,0.010922,-0.625640,0.354870,12.222000,-0.650630,0.806430,7.866000,-1.504200,-1.504200,-1.504400,-1.494900,-1.494900,-1.494900,10.000000
-0.000004,-0.000010,0.000194,-0.000005,0.000209,-0.000199,0.000023,0.000033,-0.000161,0.008012,0.007803,0.008001,0.002227,0.001300,0.003256,0.002157,0.001785,0.003028,1.283100,1.283000,1.282500,1.290800,1.290600,1.290100,-0.022298,-0.249300,0.634360,-0.016141,2.600400,-0.657440,-0.003406,-0.003338,-0.003231,0.014484,0.014077,0.014237,-0.652640,2.721200,6.591500,-0.664320,13.629000,3.027700,-1.504400,-1.504500,-1.504800,-1.494400,-1.494700,-1.494200,3.000000
0.000003,0.000071,0.000047,-0.000003,0.000028,0.000038,0.045964,0.045893,0.045846,0.073776,0.073747,0.073709,0.002205,0.001302,0.002826,0.002125,0.001076,0.003139,1.248600,1.248500,1.248100,1.245000,1.245000,1.244400,-0.004553,0.476960,0.294200,-0.011610,0.033192,-0.043346,-0.012662,-0.012760,-0.012533,0.032564,0.032526,0.032684,-0.696020,2.132900,6.088400,-0.696590,-0.098781,11.748000,-1.500500,-1.500600,-1.500200,-1.496000,-1.496000,-1.496100,7.000000
0.000013,0.000034,-0.000035,0.000000,0.000003,-0.000039,-0.023247,-0.023281,-0.023247,-0.009118,-0.009121,-0.009081,0.002198,0.001238,0.003234,0.002232,0.001289,0.002972,1.334700,1.334700,1.334300,1.341000,1.340900,1.340300,-0.015613,0.054355,0.052210,-0.015151,-0.184260,-0.182810,-0.008682,-0.008700,-0.008648,0.003645,0.003632,0.003726,-0.704040,-0.119040,7.108100,-0.678130,2.653100,3.051400,-1.507600,-1.507700,-1.507600,-1.497700,-1.497800,-1.497800,10.000000
0.000008,0.000060,0.000282,-0.000007,0.000054,-0.000079,0.033649,0.033589,0.033306,0.074637,0.074583,0.074662,0.002257,0.001206,0.002713,0.002178,0.001306,0.002597,1.320900,1.320900,1.320600,1.319900,1.319900,1.319600,-0.020869,0.204020,0.459510,-0.003178,0.400490,-0.489470,-0.009029,-0.009123,-0.008873,0.028173,0.028101,0.028298,-0.713280,0.803090,3.457800,-0.727300,2.826200,5.225700,-1.504400,-1.504500,-1.504200,-1.498700,-1.498700,-1.498500,7.000000
-0.000004,0.000005,0.000004,-0.000002,-0.000004,0.000017,-0.023869,-0.023875,-0.023878,-0.027955,-0.027951,-0.027968,0.000827,0.000276,0.000709,0.000813,0.000318,0.000483,1.856000,1.856000,1.855900,1.854500,1.854500,1.854500,0.004937,0.265760,-0.000343,0.002458,-1.457300,0.200230,-0.004248,-0.004252,-0.004274,-0.003262,-0.003248,-0.003247,-0.455210,4.641900,7.244500,-0.420690,15.440000,4.244600,-1.499300,-1.499300,-1.499300,-1.498600,-1.498700,-1.498600,2.000000
0.000001,-0.000083,-0.000050,0.000004,-0.000066,0.000222,0.009418,0.009501,0.009551,0.016404,0.016469,0.016248,0.003030,0.001971,0.009252,0.002960,0.001615,0.006285,2.318900,2.318800,2.318400,2.317000,2.316900,2.316400,0.013983,-0.177250,-0.624530,-0.005048,-0.265990,1.545000,-0.011507,-0.011479,-0.011718,0.007678,0.007749,0.008076,-0.492600,1.163200,29.704000,-0.511350,0.743940,10.724000,-1.504500,-1.504500,-1.504500,-1.492100,-1.492100,-1.491900,8.000000
0.000000,0.000016,0.000308,-0.000011,0.000015,-0.000042,0.019795,0.019779,0.019471,-0.025486,-0.025501,-0.025459,0.001158,0.000604,0.003463,0.001089,0.000632,0.001047,1.181100,1.181100,1.181000,1.182000,1.181900,1.181800,-0.004293,0.544540,0.903540,0.014237,0.931770,-1.182600,0.003904,0.003888,0.003934,-0.001517,-0.001547,-0.001497,-0.717670,18.014000,8.717000,-0.681660,17.690000,8.622800,-1.498700,-1.498700,-1.498900,-1.499300,-1.499300,-1.499300,6.000000
0.000003,0.000110,0.000097,-0.000000,0.000085,-0.000167,0.015299,0.015189,0.015092,-0.035686,-0.035771,-0.035603,0.002248,0.001439,0.003200,0.002168,0.001295,0.002471,1.302100,1.302000,1.301500,1.306000,1.306000,1.305700,-0.015465,0.411960,-0.352160,-0.021767,1.092200,-0.366270,-0.002549,-0.002738,-0.003044,0.008119,0.007897,0.008263,-0.682280,2.237500,3.214800,-0.688400,5.228100,1.499000,-1.504800,-1.505000,-1.504600,-1.490600,-1.490600,-1.490300,1.000000
-0.000000,0.000258,0.000964,0.000003,0.000002,0.000136,0.009252,0.008994,0.008030,0.000142,0.000140,0.000004,0.002820,0.002358,0.010083,0.002841,0.001871,0.005435,2.105800,2.105400,2.104000,2.101500,2.101500,2.100300,-0.002409,1.663200,0.638370,-0.016069,-0.451010,1.196200,-0.000507,-0.000795,0.000185,-0.002836,-0.002836,-0.003147,-0.578500,9.494100,6.528200,-0.559050,6.713300,14.402000,-1.505300,-1.505500,-1.504600,-1.499100,-1.499100,-1.499400,3.000000
0.000007,0.000030,0.000131,-0.000009,0.000016,-0.000374,0.009731,0.009701,0.009571,0.009126,0.009111,0.009485,0.002145,0.001139,0.002977,0.002182,0.001202,0.004258,1.222900,1.222900,1.222200,1.230100,1.230100,1.229400,-0.012536,0.189050,0.087399,-0.015197,0.342470,-0.506050,0.006809,0.006759,0.006995,-0.003975,-0.003998,-0.003113,-0.724000,1.814600,5.090200,-0.686370,2.379100,2.998300,-1.506700,-1.506700,-1.506500,-1.498000,-1.498100,-1.497600,3.000000
-0.000023,-0.000048,0.000331,-0.000001,-0.000033,0.000081,-0.061447,-0.061399,-0.061730,-0.171750,-0.171720,-0.171800,0.002634,0.001643,0.004737,0.002725,0.001470,0.003873,1.919000,1.919000,1.918200,1.919500,1.919500,1.918700,0.020523,-0.352040,0.146450,0.016889,0.032827,0.056706,0.000648,0.000693,0.000122,-0.008330,-0.008291,-0.008254,-0.548630,3.418000,4.511400,-0.536340,2.232900,2.035700,-1.507500,-1.507500,-1.507400,-1.497500,-1.497500,-1.497200,11.000000
0.000000,-0.000031,-0.000070,0.000010,-0.000035,0.000013,0.000325,0.000356,0.000425,-0.043962,-0.043928,-0.043940,0.001309,0.000815,0.001345,0.001231,0.000781,0.001618,1.687500,1.687500,1.687300,1.687700,1.687700,1.687400,0.005417,-1.545200,-0.465170,-0.014001,-0.150910,0.554000,0.000223,0.000258,0.000376,-0.002728,-0.002684,-0.002862,-0.823240,20.814000,6.014600,-0.705500,7.155000,6.351700,-1.498800,-1.498800,-1.498800,-1.499100,-1.499200,-1.499200,9.000000
-0.000007,-0.000020,0.000202,-0.000010,0.000018,-0.000377,-0.028354,-0.028335,-0.028537,-0.014123,-0.014142,-0.013765,0.001201,0.000724,0.001756,0.001259,0.000991,0.005569,1.575700,1.575700,1.575400,1.574100,1.574000,1.573000,0.004622,-1.303800,1.707300,0.005097,-0.429890,-1.685600,-0.001974,-0.001943,-0.002101,-0.001186,-0.001205,-0.000662,-0.754650,10.366000,10.365000,-0.805780,23.956000,23.168000,-1.498900,-1.498900,-1.499000,-1.497100,-1.497100,-1.497500,10.000000
-0.000006,0.000018,0.000011,-0.000002,-0.000001,-0.000012,-0.100300,-0.100310,-0.100320,-0.199930,-0.199930,-0.199920,0.000813,0.000941,0.000702,0.000817,0.000311,0.000681,1.817900,1.817900,1.817900,1.815100,1.815100,1.815100,0.003512,2.873400,-0.009721,0.001190,0.394600,-0.626550,-0.011626,-0.011653,-0.011650,-0.001126,-0.001125,-0.001107,-0.505680,116.270000,10.276000,-0.486500,27.911000,9.397900,-1.498900,-1.498900,-1.498900,-1.498400,-1.498400,-1.498400,11.000000
0.000003,0.000000,-0.000189,0.000017,0.000020,0.000311,0.005963,0.005963,0.006152,-0.025400,-0.025421,-0.025732,0.002895,0.001717,0.006408,0.002873,0.001946,0.005060,2.262700,2.262600,2.261200,2.252800,2.252700,2.251800,-0.001731,0.023347,-0.586220,-0.020791,-0.099597,0.257340,-0.011074,-0.011053,-0.010919,-0.001395,-0.001434,-0.001284,-0.554260,3.454100,4.618800,-0.541930,5.006900,2.788300,-1.496900,-1.496800,-1.496900,-1.502200,-1.502200,-1.502600,6.000000
-0.000007,0.000049,0.000069,-0.000007,0.000044,-0.000338,-0.019203,-0.019253,-0.019322,-0.014012,-0.014056,-0.013718,0.002160,0.001297,0.003326,0.002211,0.001176,0.003318,1.335800,1.335800,1.335500,1.332800,1.332800,1.332100,-0.001970,-0.065886,0.522050,-0.008154,0.131800,-0.551850,0.010066,0.010024,0.009862,0.006188,0.006115,0.006452,-0.680500,2.122500,4.132200,-0.728220,0.182510,4.846400,-1.499800,-1.499800,-1.499400,-1.501300,-1.501400,-1.501500,10.000000
